region,2022_rank,country,regime_type,five_year_mean,year,democracy_index_score,percent_W
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1595744680851064
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1595744680851064
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1595744680851064
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1595744680851064
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1647058823529411
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1595744680851064
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1595744680851064
Middle East and North Africa,151,Libya,Authoritarian,2.034,2014,3.8,0.1647058823529411
Middle East and North Africa,85,Tunisia,Hybrid regime,6.244,2014,6.31,0.3594470046082949
Middle East and North Africa,85,Tunisia,Hybrid regime,6.244,2014,6.31,0.3594470046082949
Middle East and North Africa,85,Tunisia,Hybrid regime,6.244,2014,6.31,0.3594470046082949
Middle East and North Africa,85,Tunisia,Hybrid regime,6.244,2014,6.31,0.3594470046082949
Sub-Saharan Africa,32,Botswana,Flawed democracy,7.74,2014,7.87,0.0952380952380952
Sub-Saharan Africa,32,Botswana,Flawed democracy,7.74,2014,7.87,0.0952380952380952
Sub-Saharan Africa,32,Botswana,Flawed democracy,7.74,2014,7.87,0.0952380952380952
Sub-Saharan Africa,32,Botswana,Flawed democracy,7.74,2014,7.87,0.0952380952380952
Sub-Saharan Africa,140,Guinea-Bissau,Authoritarian,2.51,2014,1.93,0.1372549019607843
Sub-Saharan Africa,140,Guinea-Bissau,Authoritarian,2.51,2014,1.93,0.1372549019607843
Sub-Saharan Africa,140,Guinea-Bissau,Authoritarian,2.51,2014,1.93,0.1372549019607843
Sub-Saharan Africa,76,Malawi,Hybrid regime,5.676,2014,5.66,0.1666666666666666
Sub-Saharan Africa,76,Malawi,Hybrid regime,5.676,2014,5.66,0.1666666666666666
Sub-Saharan Africa,76,Malawi,Hybrid regime,5.676,2014,5.66,0.1666666666666666
Sub-Saharan Africa,76,Malawi,Hybrid regime,5.676,2014,5.66,0.1666666666666666
Sub-Saharan Africa,21,Mauritius,Full democracy,8.16,2014,8.17,0.1159420289855072
Sub-Saharan Africa,21,Mauritius,Full democracy,8.16,2014,8.17,0.1159420289855072
Sub-Saharan Africa,21,Mauritius,Full democracy,8.16,2014,8.17,0.1159420289855072
Sub-Saharan Africa,21,Mauritius,Full democracy,8.16,2014,8.17,0.1159420289855072
Sub-Saharan Africa,21,Mauritius,Full democracy,8.16,2014,8.17,0.1159420289855072
Sub-Saharan Africa,117,Mozambique,Authoritarian,3.606,2014,4.66,0.396
Sub-Saharan Africa,117,Mozambique,Authoritarian,3.606,2014,4.66,0.396
Sub-Saharan Africa,117,Mozambique,Authoritarian,3.606,2014,4.66,0.396
Sub-Saharan Africa,117,Mozambique,Authoritarian,3.606,2014,4.66,0.396
Sub-Saharan Africa,117,Mozambique,Authoritarian,3.606,2014,4.66,0.396
Sub-Saharan Africa,58,Namibia,Flawed democracy,6.447999999999999,2014,6.24,0.4615384615384615
Sub-Saharan Africa,58,Namibia,Flawed democracy,6.447999999999999,2014,6.24,0.4615384615384615
Sub-Saharan Africa,58,Namibia,Flawed democracy,6.447999999999999,2014,6.24,0.4615384615384615
Sub-Saharan Africa,58,Namibia,Flawed democracy,6.447999999999999,2014,6.24,0.4615384615384615
Sub-Saharan Africa,45,South Africa,Flawed democracy,7.126,2014,7.82,0.4282051282051282
Sub-Saharan Africa,45,South Africa,Flawed democracy,7.126,2014,7.82,0.4314720812182741
Sub-Saharan Africa,45,South Africa,Flawed democracy,7.126,2014,7.82,0.4381443298969072
North America,12,Canada,Full democracy,9.072,2015,9.08,0.2694610778443114
North America,12,Canada,Full democracy,9.072,2015,9.08,0.2694610778443114
North America,12,Canada,Full democracy,9.072,2015,9.08,0.2694610778443114
North America,12,Canada,Full democracy,9.072,2015,9.08,0.2694610778443114
North America,12,Canada,Full democracy,9.072,2015,9.08,0.2694610778443114
Western Europe,6,Denmark,Full democracy,9.191999999999998,2015,9.11,0.3743016759776536
Western Europe,6,Denmark,Full democracy,9.191999999999998,2015,9.11,0.3743016759776536
Western Europe,6,Denmark,Full democracy,9.191999999999998,2015,9.11,0.3743016759776536
Western Europe,6,Denmark,Full democracy,9.191999999999998,2015,9.11,0.3743016759776536
Western Europe,5,Finland,Full democracy,9.23,2015,9.03,0.415
Western Europe,5,Finland,Full democracy,9.23,2015,9.03,0.415
Western Europe,25,Greece,Flawed democracy,7.528,2015,7.45,0.1866666666666666
Western Europe,25,Greece,Flawed democracy,7.528,2015,7.45,0.1866666666666666
Western Europe,25,Greece,Flawed democracy,7.528,2015,7.45,0.1866666666666666
Western Europe,28,Portugal,Flawed democracy,7.908000000000001,2015,7.79,0.3478260869565217
Western Europe,28,Portugal,Flawed democracy,7.908000000000001,2015,7.79,0.3565217391304348
Western Europe,28,Portugal,Flawed democracy,7.908000000000001,2015,7.79,0.3478260869565217
Western Europe,7,Switzerland,Full democracy,8.986,2015,9.09,0.325
Western Europe,7,Switzerland,Full democracy,8.986,2015,9.09,0.325
Western Europe,7,Switzerland,Full democracy,8.986,2015,9.09,0.325
Western Europe,7,Switzerland,Full democracy,8.986,2015,9.09,0.325
Central and Eastern Europe,134,Azerbaijan,Authoritarian,2.726,2015,2.71,0.1680672268907563
Central and Eastern Europe,134,Azerbaijan,Authoritarian,2.726,2015,2.71,0.1680672268907563
Central and Eastern Europe,134,Azerbaijan,Authoritarian,2.726,2015,2.71,0.1680672268907563
Central and Eastern Europe,134,Azerbaijan,Authoritarian,2.726,2015,2.71,0.1680672268907563
Central and Eastern Europe,134,Azerbaijan,Authoritarian,2.726,2015,2.71,0.1680672268907563
Central and Eastern Europe,134,Azerbaijan,Authoritarian,2.726,2015,2.71,0.1680672268907563
Central and Eastern Europe,27,Estonia,Flawed democracy,7.901999999999999,2015,7.85,0.2871287128712871
Central and Eastern Europe,27,Estonia,Flawed democracy,7.901999999999999,2015,7.85,0.2871287128712871
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,116,Kyrgyzstan,Authoritarian,4.29,2015,5.33,0.1916666666666666
Central and Eastern Europe,46,Poland,Flawed democracy,6.795999999999999,2015,7.09,0.2913043478260869
Central and Eastern Europe,46,Poland,Flawed democracy,6.795999999999999,2015,7.09,0.2913043478260869
Central and Eastern Europe,46,Poland,Flawed democracy,6.795999999999999,2015,7.09,0.2913043478260869
Central and Eastern Europe,46,Poland,Flawed democracy,6.795999999999999,2015,7.09,0.2913043478260869
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Central and Eastern Europe,157,Tajikistan,Authoritarian,1.936,2015,1.95,0.1904761904761904
Latin America and the Caribbean,98,Guatemala,Hybrid regime,5.026000000000001,2015,5.92,0.189873417721519
Latin America and the Caribbean,98,Guatemala,Hybrid regime,5.026000000000001,2015,5.92,0.189873417721519
Latin America and the Caribbean,98,Guatemala,Hybrid regime,5.026000000000001,2015,5.92,0.189873417721519
Latin America and the Caribbean,98,Guatemala,Hybrid regime,5.026000000000001,2015,5.92,0.189873417721519
Latin America and the Caribbean,67,Guyana,Flawed democracy,6.284000000000001,2015,6.05,0.3188405797101449
Latin America and the Caribbean,67,Guyana,Flawed democracy,6.284000000000001,2015,6.05,0.3188405797101449
Latin America and the Caribbean,67,Guyana,Flawed democracy,6.284000000000001,2015,6.05,0.3478260869565217
Latin America and the Caribbean,67,Guyana,Flawed democracy,6.284000000000001,2015,6.05,0.3478260869565217
Latin America and the Caribbean,135,Haiti,Authoritarian,3.998,2015,3.94,0.0254237288135593
Latin America and the Caribbean,135,Haiti,Authoritarian,3.998,2015,3.94,
Latin America and the Caribbean,135,Haiti,Authoritarian,3.998,2015,3.94,0.0254237288135593
Latin America and the Caribbean,135,Haiti,Authoritarian,3.998,2015,3.94,0.0254237288135593
Latin America and the Caribbean,135,Haiti,Authoritarian,3.998,2015,3.94,0.0254237288135593
Latin America and the Caribbean,48,Suriname,Flawed democracy,6.909999999999999,2015,6.77,0.2941176470588235
Latin America and the Caribbean,48,Suriname,Flawed democracy,6.909999999999999,2015,6.77,0.3137254901960784
Latin America and the Caribbean,48,Suriname,Flawed democracy,6.909999999999999,2015,6.77,0.2941176470588235
Latin America and the Caribbean,48,Suriname,Flawed democracy,6.909999999999999,2015,6.77,0.3137254901960784
Latin America and the Caribbean,48,Suriname,Flawed democracy,6.909999999999999,2015,6.77,0.2941176470588235
Latin America and the Caribbean,48,Suriname,Flawed democracy,6.909999999999999,2015,6.77,0.3137254901960784
Latin America and the Caribbean,41,Trinidad and Tobago,Flawed democracy,7.159999999999999,2015,7.1,0.3095238095238095
Latin America and the Caribbean,41,Trinidad and Tobago,Flawed democracy,7.159999999999999,2015,7.1,0.3095238095238095
Latin America and the Caribbean,41,Trinidad and Tobago,Flawed democracy,7.159999999999999,2015,7.1,0.3095238095238095
Latin America and the Caribbean,41,Trinidad and Tobago,Flawed democracy,7.159999999999999,2015,7.1,0.3095238095238095
Asia and Australasia,166,Myanmar,Authoritarian,2.436,2015,4.14,0.1131639722863741
Asia and Australasia,166,Myanmar,Authoritarian,2.436,2015,4.14,0.1111111111111111
Asia and Australasia,166,Myanmar,Authoritarian,2.436,2015,4.14,0.1131639722863741
Asia and Australasia,70,Singapore,Flawed democracy,6.176,2015,6.14,0.23
Asia and Australasia,70,Singapore,Flawed democracy,6.176,2015,6.14,0.23
Asia and Australasia,70,Singapore,Flawed democracy,6.176,2015,6.14,0.24
Asia and Australasia,70,Singapore,Flawed democracy,6.176,2015,6.14,0.23
Asia and Australasia,70,Singapore,Flawed democracy,6.176,2015,6.14,0.23
Asia and Australasia,70,Singapore,Flawed democracy,6.176,2015,6.14,0.24
Asia and Australasia,60,Sri Lanka,Flawed democracy,6.242,2015,6.42,0.0533333333333333
Asia and Australasia,60,Sri Lanka,Flawed democracy,6.242,2015,6.42,0.0533333333333333
Asia and Australasia,60,Sri Lanka,Flawed democracy,6.242,2015,6.42,0.0533333333333333
Asia and Australasia,60,Sri Lanka,Flawed democracy,6.242,2015,6.42,0.0533333333333333
Middle East and North Africa,131,Egypt,Authoritarian,3.0420000000000003,2015,3.18,0.1493288590604027
Middle East and North Africa,131,Egypt,Authoritarian,3.0420000000000003,2015,3.18,0.1510067114093959
Middle East and North Africa,131,Egypt,Authoritarian,3.0420000000000003,2015,3.18,0.1493288590604027
Middle East and North Africa,131,Egypt,Authoritarian,3.0420000000000003,2015,3.18,0.1510067114093959
Middle East and North Africa,131,Egypt,Authoritarian,3.0420000000000003,2015,3.18,0.1510067114093959
Middle East and North Africa,131,Egypt,Authoritarian,3.0420000000000003,2015,3.18,0.1510067114093959
Middle East and North Africa,29,Israel,Flawed democracy,7.878,2015,7.77,0.2916666666666667
Middle East and North Africa,29,Israel,Flawed democracy,7.878,2015,7.77,0.2916666666666667
Middle East and North Africa,29,Israel,Flawed democracy,7.878,2015,7.77,0.2916666666666667
Middle East and North Africa,125,Oman,Authoritarian,3.0440000000000005,2015,3.04,0.0117647058823529
Middle East and North Africa,125,Oman,Authoritarian,3.0440000000000005,2015,3.04,0.0117647058823529
Middle East and North Africa,125,Oman,Authoritarian,3.0440000000000005,2015,3.04,0.0117647058823529
Middle East and North Africa,125,Oman,Authoritarian,3.0440000000000005,2015,3.04,0.0117647058823529
Middle East and North Africa,144,Sudan,Authoritarian,2.466,2015,2.37,0.2765072765072765
Middle East and North Africa,144,Sudan,Authoritarian,2.466,2015,2.37,0.2765072765072765
Middle East and North Africa,133,United Arab Emirates,Authoritarian,2.804,2015,2.75,0.225
Middle East and North Africa,133,United Arab Emirates,Authoritarian,2.804,2015,2.75,0.225
Sub-Saharan Africa,104,Benin,Hybrid regime,4.776000000000001,2015,5.72,0.072289156626506
Sub-Saharan Africa,104,Benin,Hybrid regime,4.776000000000001,2015,5.72,0.072289156626506
Sub-Saharan Africa,104,Benin,Hybrid regime,4.776000000000001,2015,5.72,0.072289156626506
Sub-Saharan Africa,127,Burkina Faso,Authoritarian,3.888,2015,4.7,0.1338582677165354
Sub-Saharan Africa,127,Burkina Faso,Authoritarian,3.888,2015,4.7,0.1338582677165354
Sub-Saharan Africa,127,Burkina Faso,Authoritarian,3.888,2015,4.7,0.1338582677165354
Sub-Saharan Africa,127,Burkina Faso,Authoritarian,3.888,2015,4.7,0.1338582677165354
Sub-Saharan Africa,127,Burkina Faso,Authoritarian,3.888,2015,4.7,0.1338582677165354
Sub-Saharan Africa,127,Burkina Faso,Authoritarian,3.888,2015,4.7,0.1338582677165354
Sub-Saharan Africa,127,Burkina Faso,Authoritarian,3.888,2015,4.7,0.1338582677165354
Sub-Saharan Africa,148,Burundi,Authoritarian,2.176,2015,2.49,0.3636363636363636
Sub-Saharan Africa,148,Burundi,Authoritarian,2.176,2015,2.49,0.3636363636363636
Sub-Saharan Africa,148,Burundi,Authoritarian,2.176,2015,2.49,0.3636363636363636
Sub-Saharan Africa,148,Burundi,Authoritarian,2.176,2015,2.49,0.3636363636363636
Sub-Saharan Africa,148,Burundi,Authoritarian,2.176,2015,2.49,0.3636363636363636
Sub-Saharan Africa,148,Burundi,Authoritarian,2.176,2015,2.49,0.3636363636363636
Sub-Saharan Africa,148,Burundi,Authoritarian,2.176,2015,2.49,0.3636363636363636
Sub-Saharan Africa,120,Comoros,Authoritarian,3.2700000000000005,2015,3.71,0.0606060606060606
Sub-Saharan Africa,120,Comoros,Authoritarian,3.2700000000000005,2015,3.71,0.0606060606060606
Sub-Saharan Africa,120,Comoros,Authoritarian,3.2700000000000005,2015,3.71,0.0606060606060606
Sub-Saharan Africa,120,Comoros,Authoritarian,3.2700000000000005,2015,3.71,0.0606060606060606
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,122,Ethiopia,Authoritarian,3.3280000000000003,2015,3.83,0.3875685557586837
Sub-Saharan Africa,105,Nigeria,Hybrid regime,4.2,2015,3.85,0.0557103064066852
Sub-Saharan Africa,105,Nigeria,Hybrid regime,4.2,2015,3.85,0.0557103064066852
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1785714285714285
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1964285714285714
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1964285714285714
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1785714285714285
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1785714285714285
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1964285714285714
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.2142857142857142
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1785714285714285
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1964285714285714
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.2142857142857142
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1964285714285714
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1785714285714285
Western Europe,37,Cyprus,Flawed democracy,7.51,2016,7.65,0.1964285714285714
Western Europe,8,Ireland,Full democracy,9.114,2016,9.15,0.2215189873417721
Western Europe,8,Ireland,Full democracy,9.114,2016,9.15,0.2215189873417721
Western Europe,8,Ireland,Full democracy,9.114,2016,9.15,0.2088607594936709
Western Europe,8,Ireland,Full democracy,9.114,2016,9.15,0.2215189873417721
Western Europe,8,Ireland,Full democracy,9.114,2016,9.15,0.2215189873417721
Western Europe,22,Spain,Full democracy,8.1,2016,8.3,0.4114285714285714
Western Europe,22,Spain,Full democracy,8.1,2016,8.3,0.4114285714285714
Central and Eastern Europe,153,Belarus,Authoritarian,2.5200000000000005,2016,3.54,0.3454545454545454
Central and Eastern Europe,153,Belarus,Authoritarian,2.5200000000000005,2016,3.54,0.3454545454545454
Central and Eastern Europe,153,Belarus,Authoritarian,2.5200000000000005,2016,3.54,0.3454545454545454
Central and Eastern Europe,153,Belarus,Authoritarian,2.5200000000000005,2016,3.54,0.3454545454545454
Central and Eastern Europe,153,Belarus,Authoritarian,2.5200000000000005,2016,3.54,0.3454545454545454
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.2052980132450331
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.2052980132450331
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.2052980132450331
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.1920529801324503
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.2052980132450331
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.1920529801324503
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.2052980132450331
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.2052980132450331
Central and Eastern Europe,59,Croatia,Flawed democracy,6.5280000000000005,2016,6.75,0.1920529801324503
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1476510067114094
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1409395973154362
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1476510067114094
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1476510067114094
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1409395973154362
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1476510067114094
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1409395973154362
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1476510067114094
Central and Eastern Europe,90,Georgia,Hybrid regime,5.31,2016,5.93,0.1476510067114094
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,127,Kazakhstan,Authoritarian,3.036,2016,3.06,0.2710280373831775
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2127659574468085
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2411347517730496
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2127659574468085
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2411347517730496
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2127659574468085
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2411347517730496
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2127659574468085
Central and Eastern Europe,39,Lithuania,Flawed democracy,7.324,2016,7.47,0.2411347517730496
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2345679012345679
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2839506172839506
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2345679012345679
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2962962962962963
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2962962962962963
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2345679012345679
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2345679012345679
Central and Eastern Europe,61,Montenegro,Flawed democracy,5.926,2016,5.72,0.2962962962962963
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3916666666666666
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3916666666666666
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3916666666666666
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3833333333333333
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.4
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3833333333333333
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3833333333333333
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3833333333333333
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3833333333333333
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3833333333333333
Central and Eastern Europe,72,North Macedonia,Flawed democracy,5.972,2016,5.23,0.3916666666666666
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2066869300911854
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2066869300911854
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2066869300911854
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2066869300911854
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2066869300911854
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2066869300911854
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,61,Romania,Flawed democracy,6.4300000000000015,2016,6.62,0.2188449848024316
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,68,Serbia,Flawed democracy,6.346,2016,6.57,0.3765182186234818
Central and Eastern Europe,43,Slovakia,Flawed democracy,7.0680000000000005,2016,7.29,0.2
Central and Eastern Europe,43,Slovakia,Flawed democracy,7.0680000000000005,2016,7.29,0.2
Central and Eastern Europe,43,Slovakia,Flawed democracy,7.0680000000000005,2016,7.29,0.2066666666666666
Latin America and the Caribbean,65,Dominican Republic,Flawed democracy,6.448,2016,6.67,0.2684210526315789
Latin America and the Caribbean,65,Dominican Republic,Flawed democracy,6.448,2016,6.67,0.2684210526315789
Latin America and the Caribbean,65,Dominican Republic,Flawed democracy,6.448,2016,6.67,0.2684210526315789
